requestId,createdDate,closedDate,typeId,typeName,address,lat_lon,latitude,longitude,agencyId,agencyName,sourceId,srnumber,sourceName,councilId,councilName
10648197,2022-09-20 09:16:26,2022-09-23 13:00:14,4,Bulky Items,"21925 W SHERMAN WAY, 91303","(34.2012373918, -118.605329949)",34.2012373918,-118.605329949,3,Sanitation Bureau,8,1-2502059701,Phone Call,7,Canoga Park
10648199,2022-09-20 09:16:31,2022-09-23 14:52:54,4,Bulky Items,"162 S HIGHLAND AVE, 90036","(34.0717879254, -118.338421792)",34.0717879254,-118.338421792,3,Sanitation Bureau,8,1-2502060691,Phone Call,32,Greater Wilshire
10648208,2022-09-20 09:17:31,2022-09-21 12:28:26,6,Illegal Dumping,"571 S LEVERING AVE, 90024","(34.0663752731, -118.453878918)",34.0663752731,-118.453878918,3,Sanitation Bureau,8,1-2502065021,Phone Call,57,North Westwood
10648210,2022-09-20 09:17:39,2022-09-22 08:06:06,4,Bulky Items,"5400 N LINDLEY AVE, 91316","(34.1684431539, -118.52713582)",34.1684431539,-118.52713582,3,Sanitation Bureau,17,1-2502062451,Website,24,Encino
10648217,2022-09-20 09:18:17,2022-09-22 11:25:24,4,Bulky Items,"6513 S VAN NESS AVE, 90047","(33.9806383442, -118.317889619)",33.9806383442,-118.317889619,3,Sanitation Bureau,8,1-2502066081,Phone Call,67,Park Mesa Heights
10648218,2022-09-20 09:18:22,2022-09-21 14:18:48,7,Metal/Appliances,"3185 W WILSHIRE BLVD, 90010","(34.0619529497, -118.291205409)",34.0619529497,-118.291205409,3,Sanitation Bureau,17,1-2502062671,Website,96,Wilshire Center - Koreatown
10648219,2022-09-20 09:18:25,2022-09-22 08:49:48,4,Bulky Items,"8130 N CROSNOE AVE, 91402","(34.218692491, -118.425700284)",34.218692491,-118.425700284,3,Sanitation Bureau,17,1-2502066111,Website,66,Panorama City
10648223,2022-09-20 09:18:45,2022-09-23 08:36:23,4,Bulky Items,"8826 W HORNER ST, 90035","(34.0513949153, -118.385190218)",34.0513949153,-118.385190218,3,Sanitation Bureau,8,1-2502065361,Phone Call,75,South Robertson
10648227,2022-09-20 09:19:03,2022-09-22 08:31:24,4,Bulky Items,"7767 W HOLLYWOOD BLVD, 90046","(34.1018973301, -118.358809344)",34.1018973301,-118.358809344,3,Sanitation Bureau,8,1-2502062871,Phone Call,40,Hollywood Hills West
10648229,2022-09-20 09:19:17,2022-09-23 06:55:03,4,Bulky Items,"3788 S LENAWEE AVE, 90016","(34.0188150772, -118.375771447)",34.0188150772,-118.375771447,3,Sanitation Bureau,8,1-2502065561,Phone Call,23,Empowerment Congress West
10648232,2022-09-20 09:19:30,2022-09-23 08:36:16,4,Bulky Items,"8826 W HORNER ST, 90035","(34.0513949153, -118.385190218)",34.0513949153,-118.385190218,3,Sanitation Bureau,8,1-2502067131,Phone Call,75,South Robertson
10648235,2022-09-20 09:19:37,2022-09-21 12:04:29,7,Metal/Appliances,"2116 S KELTON AVE, 90025","(34.0437313119, -118.434217284)",34.0437313119,-118.434217284,3,Sanitation Bureau,8,1-2502071011,Phone Call,93,Westside
10648236,2022-09-20 09:19:50,2022-09-23 10:06:27,4,Bulky Items,"1202 N COLE AVE, 90038","(34.0926233053, -118.329798178)",34.0926233053,-118.329798178,3,Sanitation Bureau,17,1-2502071091,Website,9,Central Hollywood
10648239,2022-09-20 09:20:12,2022-09-21 08:24:49,1,Graffiti,"166 W FRENCH AVE, 90065","(34.0879340636, -118.212984062)",34.0879340636,-118.212984062,4,Office of Community Beautification,7,1-2502071181,Mobile App,29,Greater Cypress Park
10648237,2022-09-20 09:20:18,2022-09-23 09:01:56,4,Bulky Items,"7063 W LANEWOOD AVE, 90028","(34.0993190842, -118.343678803)",34.0993190842,-118.343678803,3,Sanitation Bureau,8,1-2502066511,Phone Call,9,Central Hollywood
10648240,2022-09-20 09:20:22,2022-09-21 10:28:43,4,Bulky Items,"11538 W DONA PEPITA PL, 91604","(34.12632898, -118.386415174)",34.12632898,-118.386415174,3,Sanitation Bureau,17,1-2502065851,Website,76,Studio City
10648242,2022-09-20 09:20:29,2022-09-23 09:39:07,7,Metal/Appliances,"8826 W HORNER ST, 90035","(34.0513949153, -118.385190218)",34.0513949153,-118.385190218,3,Sanitation Bureau,8,1-2502067281,Phone Call,75,South Robertson
10654326,2022-09-20 09:20:32,2022-09-21 00:43:33,4,Bulky Items,"2120 W LOMA VISTA PL, 90039","(34.0943174723, -118.254319838)",34.0943174723,-118.254319838,3,Sanitation Bureau,7,1-2502067341,Mobile App,17,Echo Park
10648249,2022-09-20 09:21:10,2022-09-21 14:47:45,6,Illegal Dumping,"822 S NEW DEPOT ST, 90012","(34.0647495846, -118.243886846)",34.0647495846,-118.243886846,3,Sanitation Bureau,8,1-2502071471,Phone Call,38,Historic Cultural North
10648252,2022-09-20 09:21:43,2022-09-23 11:41:08,7,Metal/Appliances,"22161 W ALIZONDO DR, 91364","(34.1502058709, -118.607818821)",34.1502058709,-118.607818821,3,Sanitation Bureau,8,1-2502072301,Phone Call,98,Woodland Hills-Warner Center
10648260,2022-09-20 09:22:04,2022-09-21 08:16:57,1,Graffiti,"180 W FRENCH AVE, 90065","(34.0882981548, -118.213055114)",34.0882981548,-118.213055114,4,Office of Community Beautification,7,1-2502071621,Mobile App,29,Greater Cypress Park
10648258,2022-09-20 09:22:10,2022-09-21 11:00:13,4,Bulky Items,"14440 W DUNBAR PL, 91423","(34.14703559, -118.448204686)",34.14703559,-118.448204686,3,Sanitation Bureau,8,1-2502067771,Phone Call,72,Sherman Oaks
10648259,2022-09-20 09:22:14,2022-09-22 09:14:47,4,Bulky Items,"5136 N NEWCASTLE AVE, 91316","(34.1630638173, -118.524937488)",34.1630638173,-118.524937488,3,Sanitation Bureau,17,1-2502073911,Website,24,Encino
10648262,2022-09-20 09:22:26,2022-09-22 14:49:44,4,Bulky Items,"1818 N NEW HAMPSHIRE AVE, 90027","(34.1041543749, -118.293228683)",34.1041543749,-118.293228683,3,Sanitation Bureau,7,1-2502067871,Mobile App,46,Los Feliz
10648292,2022-09-20 09:22:43,2022-09-20 09:25:20,1,Graffiti,"1518 E 92ND ST, 90002","(33.9531992684, -118.247296607)",33.9531992684,-118.247296607,4,Office of Community Beautification,18,1-2502074076,Work Crew,86,Watts
10648670,2022-09-20 09:22:43,2022-09-20 09:55:13,1,Graffiti,"1400 W 92ND ST, 90047","(33.9526271511, -118.300364802)",33.9526271511,-118.300364802,4,Office of Community Beautification,18,1-2502074071,Work Crew,22,Empowerment Congress Southwest
10648298,2022-09-20 09:22:44,2022-09-20 09:25:33,1,Graffiti,"11501 S FIGUEROA ST, 90044","(33.9297551542, -118.282751117)",33.9297551542,-118.282751117,4,Office of Community Beautification,18,1-2502074092,Work Crew,34,Harbor Gateway North
10648304,2022-09-20 09:22:44,2022-09-20 09:25:51,1,Graffiti,"11186 S WADSWORTH AVE, 90059","(33.9331666406, -118.258488448)",33.9331666406,-118.258488448,4,Office of Community Beautification,18,1-2502074112,Work Crew,0,No council
10648302,2022-09-20 09:22:44,2022-09-20 09:25:42,1,Graffiti,"523 W EL SEGUNDO BLVD, 90248","(33.9165758511, -118.283578036)",33.9165758511,-118.283578036,4,Office of Community Beautification,18,1-2502074102,Work Crew,34,Harbor Gateway North
10648300,2022-09-20 09:22:44,2022-09-20 09:25:37,1,Graffiti,"11501 S FIGUEROA ST, 90044","(33.9297551542, -118.282751117)",33.9297551542,-118.282751117,4,Office of Community Beautification,18,1-2502074097,Work Crew,34,Harbor Gateway North
10648303,2022-09-20 09:22:44,2022-09-20 09:25:48,1,Graffiti,"11600 S FIGUEROA ST, 90061","(33.9284194475, -118.282517419)",33.9284194475,-118.282517419,4,Office of Community Beautification,18,1-2502074107,Work Crew,34,Harbor Gateway North
10648296,2022-09-20 09:22:44,2022-09-20 09:25:27,1,Graffiti,"10001 S GRANDEE AVE, 90002","(33.9455344166, -118.243615053)",33.9455344166,-118.243615053,4,Office of Community Beautification,18,1-2502074087,Work Crew,86,Watts
10648294,2022-09-20 09:22:44,2022-09-20 09:25:23,1,Graffiti,"9300 S MAIE AVE, 90002","(33.9523875883, -118.244577369)",33.9523875883,-118.244577369,4,Office of Community Beautification,18,1-2502074082,Work Crew,86,Watts
10648271,2022-09-20 09:23:28,2022-09-21 08:03:51,1,Graffiti,"3549 N ARROYO SECO AVE, 90065","(34.0886124592, -118.213726045)",34.0886124592,-118.213726045,4,Office of Community Beautification,7,1-2502075941,Mobile App,29,Greater Cypress Park
10648279,2022-09-20 09:24:12,2022-09-22 08:06:14,4,Bulky Items,"5400 N LINDLEY AVE, 91316","(34.1684431539, -118.52713582)",34.1684431539,-118.52713582,3,Sanitation Bureau,17,1-2502075391,Website,24,Encino
10648278,2022-09-20 09:24:12,2022-09-21 14:09:36,2,Homeless Encampment,"548 E 31ST ST, 90011","(34.0177647504, -118.264264094)",34.0177647504,-118.264264094,3,Sanitation Bureau,17,1-2502076161,Website,74,South Central
10648280,2022-09-20 09:24:19,2022-09-21 09:27:57,4,Bulky Items,"17433 W VANOWEN ST, 91406","(34.1940080542, -118.51309728)",34.1940080542,-118.51309728,3,Sanitation Bureau,17,1-2502076241,Website,44,Lake Balboa
10648282,2022-09-20 09:24:23,2022-09-23 17:30:34,6,Illegal Dumping,"1715 W KENT ST, 90026","(34.0733651449, -118.262205754)",34.0733651449,-118.262205754,3,Sanitation Bureau,7,1-2502076271,Mobile App,17,Echo Park
10648284,2022-09-20 09:24:31,2022-09-21 13:34:06,1,Graffiti,"12527 W VICTORY BLVD, 91606","(34.1868888985, -118.40621467)",34.1868888985,-118.40621467,4,Office of Community Beautification,8,1-2502074711,Phone Call,31,Greater Valley Glen
10648286,2022-09-20 09:24:44,2022-09-23 14:06:22,4,Bulky Items,"8822 W CADILLAC AVE, 90034","(34.0395597688, -118.383012505)",34.0395597688,-118.383012505,3,Sanitation Bureau,8,1-2502077131,Phone Call,75,South Robertson
10653539,2022-09-20 09:24:58,2022-09-20 16:00:02,1,Graffiti,"2451 W RIVERSIDE DR, 90039","(34.1056652432, -118.255827615)",34.1056652432,-118.255827615,4,Office of Community Beautification,17,1-2502075641,Website,18,Elysian Valley Riverside
10648289,2022-09-20 09:25:04,2022-09-21 12:49:54,4,Bulky Items,"1183 E 53RD ST, 90011","(33.9949212986, -118.254504981)",33.9949212986,-118.254504981,3,Sanitation Bureau,8,1-2502076471,Phone Call,8,Central Alameda
10648293,2022-09-20 09:25:21,2022-09-21 10:42:38,4,Bulky Items,"4445 N MURIETTA AVE, 91423","(34.1516680615, -118.438437005)",34.1516680615,-118.438437005,3,Sanitation Bureau,17,1-2502075791,Website,72,Sherman Oaks
10648301,2022-09-20 09:25:36,2022-09-21 08:33:52,4,Bulky Items,"6702 S SAN PEDRO ST, 90003","(33.9787461983, -118.269475551)",33.9787461983,-118.269475551,3,Sanitation Bureau,7,1-2502075871,Mobile App,6,CANNDU
10648307,2022-09-20 09:26:15,2022-09-22 07:55:24,4,Bulky Items,"18436 W VANOWEN ST, 91335","(34.1937482474, -118.534453317)",34.1937482474,-118.534453317,3,Sanitation Bureau,17,1-2502076791,Website,71,Reseda
10648309,2022-09-20 09:26:36,2022-09-22 17:00:25,4,Bulky Items,"7160 W DE LONGPRE AVE, 90046","(34.0960551952, -118.345810268)",34.0960551952,-118.345810268,3,Sanitation Bureau,8,1-2502078391,Phone Call,40,Hollywood Hills West
10649101,2022-09-20 09:26:48,2022-09-20 10:26:17,1,Graffiti,"7402 N LOUISE AVE, 91406","(34.2049067998, -118.50972663)",34.2049067998,-118.50972663,4,Office of Community Beautification,17,1-2502080971,Website,44,Lake Balboa
10648313,2022-09-20 09:26:56,2022-09-21 14:00:34,4,Bulky Items,"156 W 52ND ST, 90037","(33.9953965588, -118.276008725)",33.9953965588,-118.276008725,3,Sanitation Bureau,8,1-2502077751,Phone Call,99,Zapata King
10648315,2022-09-20 09:27:04,2022-09-22 16:31:16,4,Bulky Items,"3921 W 1ST ST, 90004","(34.0728738724, -118.299033387)",34.0728738724,-118.299033387,3,Sanitation Bureau,8,1-2502081051,Phone Call,96,Wilshire Center - Koreatown
10648672,2022-09-20 09:27:11,2022-09-20 09:55:17,3,Animal Remains,"14701 W BLYTHE ST, 91402","(34.2153123202, -118.453171866)",34.2153123202,-118.453171866,3,Sanitation Bureau,7,1-2502077821,Mobile App,66,Panorama City
10648321,2022-09-20 09:27:32,2022-09-21 08:23:01,4,Bulky Items,"4518 N VISTA DEL MONTE AVE, 91403","(34.1536730358, -118.449762204)",34.1536730358,-118.449762204,3,Sanitation Bureau,7,1-2502081211,Mobile App,72,Sherman Oaks
10648323,2022-09-20 09:27:47,2022-09-22 16:33:24,6,Illegal Dumping,"3921 W 1ST ST, 90004","(34.0728738724, -118.299033387)",34.0728738724,-118.299033387,3,Sanitation Bureau,8,1-2502082991,Phone Call,96,Wilshire Center - Koreatown
10648324,2022-09-20 09:27:55,2022-09-21 11:22:23,6,Illegal Dumping,"7260 N LOUISE AVE, 91406","(34.2029263536, -118.509703358)",34.2029263536,-118.509703358,3,Sanitation Bureau,17,1-2502078831,Website,44,Lake Balboa
10648341,2022-09-20 09:29:20,2022-09-22 10:38:39,4,Bulky Items,"5871 N KELVIN AVE, 91367","(34.1772989198, -118.583351385)",34.1772989198,-118.583351385,3,Sanitation Bureau,17,1-2502084991,Website,98,Woodland Hills-Warner Center
10648348,2022-09-20 09:29:32,2022-09-21 08:22:30,1,Graffiti,"309 W AMABEL ST, 90065","(34.0888579859, -118.215789962)",34.0888579859,-118.215789962,4,Office of Community Beautification,7,1-2502083601,Mobile App,29,Greater Cypress Park
10648352,2022-09-20 09:30:13,2022-09-21 15:03:13,7,Metal/Appliances,"7647 N ENFIELD AVE, 91335","(34.2097181986, -118.523936385)",34.2097181986,-118.523936385,3,Sanitation Bureau,8,1-2502085261,Phone Call,71,Reseda
10649758,2022-09-20 09:30:23,2022-09-20 11:16:22,3,Animal Remains,"9342 N CRYSTAL VIEW DR, 91042","(34.2382110008, -118.282703734)",34.2382110008,-118.282703734,3,Sanitation Bureau,8,1-2502081881,Phone Call,78,Sunland-Tujunga
10648355,2022-09-20 09:30:42,2022-09-23 16:10:36,4,Bulky Items,"8901 W CADILLAC AVE, 90034","(34.0404031939, -118.384718898)",34.0404031939,-118.384718898,3,Sanitation Bureau,7,1-2502086031,Mobile App,75,South Robertson
10648400,2022-09-20 09:30:46,2022-09-20 09:35:10,1,Graffiti,"5330 E ALHAMBRA AVE, 90032","(34.0756778779, -118.169623909)",34.0756778779,-118.169623909,4,Office of Community Beautification,18,1-2502086991,Work Crew,43,LA-32
10648401,2022-09-20 09:30:46,2022-09-20 09:35:13,1,Graffiti,"5330 E ALHAMBRA AVE, 90032","(34.0756778779, -118.169623909)",34.0756778779,-118.169623909,4,Office of Community Beautification,18,1-2502086996,Work Crew,43,LA-32
10648410,2022-09-20 09:30:47,2022-09-20 09:35:38,1,Graffiti,"4001 N MISSION ROAD, 90032","(34.0746992511, -118.196309194)",34.0746992511,-118.196309194,4,Office of Community Beautification,18,1-2502087031,Work Crew,43,LA-32
10648406,2022-09-20 09:30:47,2022-09-20 09:35:25,1,Graffiti,"4001 N MISSION ROAD, 90032","(34.0746992511, -118.196309194)",34.0746992511,-118.196309194,4,Office of Community Beautification,18,1-2502087017,Work Crew,43,LA-32
10648402,2022-09-20 09:30:47,2022-09-20 09:35:15,1,Graffiti,"5330 E ALHAMBRA AVE, 90032","(34.0756778779, -118.169623909)",34.0756778779,-118.169623909,4,Office of Community Beautification,18,1-2502087002,Work Crew,43,LA-32
10648403,2022-09-20 09:30:47,2022-09-20 09:35:18,1,Graffiti,"5352 E ALHAMBRA AVE, 90032","(34.0761425457, -118.169120047)",34.0761425457,-118.169120047,4,Office of Community Beautification,18,1-2502087007,Work Crew,43,LA-32
10648404,2022-09-20 09:30:47,2022-09-20 09:35:21,1,Graffiti,"5430 E ALHAMBRA AVE, 90032","(34.0776024188, -118.167274126)",34.0776024188,-118.167274126,4,Office of Community Beautification,18,1-2502087012,Work Crew,43,LA-32
10648409,2022-09-20 09:30:47,2022-09-20 09:35:33,1,Graffiti,"4001 N MISSION ROAD, 90032","(34.0746992511, -118.196309194)",34.0746992511,-118.196309194,4,Office of Community Beautification,18,1-2502087024,Work Crew,43,LA-32
10648413,2022-09-20 09:30:48,2022-09-20 09:35:41,1,Graffiti,"4172 N MISSION ROAD, 90032","(34.0775203269, -118.193960653)",34.0775203269,-118.193960653,4,Office of Community Beautification,18,1-2502087037,Work Crew,43,LA-32
10648415,2022-09-20 09:30:48,2022-09-20 09:35:44,1,Graffiti,"4078 N MISSION ROAD, 90032","(34.0758356611, -118.195103615)",34.0758356611,-118.195103615,4,Office of Community Beautification,18,1-2502087042,Work Crew,45,Lincoln Heights
10648359,2022-09-20 09:30:51,2022-09-22 09:59:40,4,Bulky Items,"1017 N MARINE AVE, 90744","(33.7833463394, -118.264183995)",33.7833463394,-118.264183995,3,Sanitation Bureau,7,1-2502085511,Mobile App,95,Wilmington
10648363,2022-09-20 09:31:23,2022-09-23 09:21:04,6,Illegal Dumping,"444 W 9TH ST, 90731","(33.7361403, -118.286814408)",33.7361403,-118.286814408,3,Sanitation Bureau,8,1-2502085681,Phone Call,10,Central San Pedro
10648367,2022-09-20 09:31:46,2022-09-22 10:39:39,4,Bulky Items,"5065 N ALHAMA DR, 91364","(34.1613530148, -118.593414046)",34.1613530148,-118.593414046,3,Sanitation Bureau,17,1-2502089091,Website,98,Woodland Hills-Warner Center
10648368,2022-09-20 09:31:49,2022-09-23 06:37:48,4,Bulky Items,"5917 W CHULA VISTA WAY, 90068","(34.1075081385, -118.31859572)",34.1075081385,-118.31859572,3,Sanitation Bureau,8,1-2502086471,Phone Call,42,Hollywood United
10648369,2022-09-20 09:31:50,2022-09-23 16:36:10,4,Bulky Items,"9041 W BEVERLYWOOD ST, 90034","(34.0386158244, -118.38981414)",34.0386158244,-118.38981414,3,Sanitation Bureau,17,1-2502086491,Website,75,South Robertson
10648371,2022-09-20 09:32:00,2022-09-21 08:30:22,4,Bulky Items,"130 S LA FAYETTE PARK PL, 90057","(34.0693018867, -118.278902539)",34.0693018867,-118.278902539,3,Sanitation Bureau,8,1-2502086541,Phone Call,70,Rampart Village
10648373,2022-09-20 09:32:06,2022-09-21 11:37:02,4,Bulky Items,"1157 S MOTT ST, 90023","(34.0275525886, -118.216503381)",34.0275525886,-118.216503381,3,Sanitation Bureau,8,1-2502089951,Phone Call,5,Boyle Heights
10648380,2022-09-20 09:32:46,2022-09-21 08:20:12,1,Graffiti,"480 W ISABEL ST, 90065","(34.08871891, -118.218804778)",34.08871891,-118.218804778,4,Office of Community Beautification,7,1-2502090191,Mobile App,29,Greater Cypress Park
10648385,2022-09-20 09:33:09,2022-09-22 15:18:25,4,Bulky Items,"5452 N LINDLEY AVE, 91316","(34.1701369634, -118.527128615)",34.1701369634,-118.527128615,3,Sanitation Bureau,8,1-2502089551,Phone Call,24,Encino
10648386,2022-09-20 09:33:19,2022-09-23 10:57:04,7,Metal/Appliances,"444 W 9TH ST, 90731","(33.7361403, -118.286814408)",33.7361403,-118.286814408,3,Sanitation Bureau,8,1-2502089621,Phone Call,10,Central San Pedro
10648564,2022-09-20 09:33:23,2022-09-20 09:46:43,1,Graffiti,"6546 N SEPULVEDA BLVD, 91411","(34.1898472029, -118.465959955)",34.1898472029,-118.465959955,4,Office of Community Beautification,7,1-2502087811,Mobile App,83,Van Nuys
10648393,2022-09-20 09:34:06,2022-09-22 14:26:50,5,Electronic Waste,"5452 N LINDLEY AVE, 91316","(34.1701369634, -118.527128615)",34.1701369634,-118.527128615,3,Sanitation Bureau,8,1-2502093151,Phone Call,24,Encino
10650292,2022-09-20 09:34:06,2022-09-20 11:54:03,4,Bulky Items,"1522 W 79TH ST, 90047","(33.9671674175, -118.303278111)",33.9671674175,-118.303278111,3,Sanitation Bureau,8,1-2502093141,Phone Call,22,Empowerment Congress Southwest
10648395,2022-09-20 09:34:11,2022-09-21 08:19:25,1,Graffiti,"308 W AMABEL ST, 90065","(34.0888027449, -118.216091938)",34.0888027449,-118.216091938,4,Office of Community Beautification,7,1-2502090601,Mobile App,29,Greater Cypress Park
10648394,2022-09-20 09:34:11,2022-09-23 08:08:38,7,Metal/Appliances,"1115 N TAMARIND AVE, 90038","(34.0910441447, -118.319186364)",34.0910441447,-118.319186364,3,Sanitation Bureau,8,1-2502093211,Phone Call,41,Hollywood Studio District
10648420,2022-09-20 09:34:18,2022-09-20 09:35:59,1,Graffiti,"4080 N MISSION ROAD, 90032","(34.0760342472, -118.194878469)",34.0760342472,-118.194878469,4,Office of Community Beautification,18,1-2502095156,Work Crew,45,Lincoln Heights
10648419,2022-09-20 09:34:18,2022-09-20 09:35:54,1,Graffiti,"4080 N MISSION ROAD, 90032","(34.0760342472, -118.194878469)",34.0760342472,-118.194878469,4,Office of Community Beautification,18,1-2502095151,Work Crew,45,Lincoln Heights
10648424,2022-09-20 09:34:19,2022-09-20 09:36:02,1,Graffiti,"2919 N EASTERN AVE, 90032","(34.0802446318, -118.178188914)",34.0802446318,-118.178188914,4,Office of Community Beautification,18,1-2502095162,Work Crew,43,LA-32
10648426,2022-09-20 09:34:19,2022-09-20 09:36:05,1,Graffiti,"2217 N EASTERN AVE, 90032","(34.0698356832, -118.18062296)",34.0698356832,-118.18062296,4,Office of Community Beautification,18,1-2502095167,Work Crew,43,LA-32
10648398,2022-09-20 09:35:04,2022-09-23 16:25:26,6,Illegal Dumping,"1115 N TAMARIND AVE, 90038","(34.0910441447, -118.319186364)",34.0910441447,-118.319186364,3,Sanitation Bureau,8,1-2502090861,Phone Call,41,Hollywood Studio District
10648399,2022-09-20 09:35:04,2022-09-22 11:57:51,4,Bulky Items,"13978 W TERRA BELLA ST, 91331","(34.2440186467, -118.437626257)",34.2440186467,-118.437626257,3,Sanitation Bureau,8,1-2502093431,Phone Call,1,Arleta
10648405,2022-09-20 09:35:26,2022-09-22 10:09:18,4,Bulky Items,"6211 W 6TH ST, 90048","(34.0652398869, -118.363744488)",34.0652398869,-118.363744488,3,Sanitation Bureau,8,1-2502093551,Phone Call,50,Mid City West
10648408,2022-09-20 09:35:31,2022-09-22 09:16:58,4,Bulky Items,"5452 N LINDLEY AVE, 91316","(34.1701369634, -118.527128615)",34.1701369634,-118.527128615,3,Sanitation Bureau,8,1-2502095441,Phone Call,24,Encino
10648480,2022-09-20 09:35:33,2022-09-20 09:40:20,1,Graffiti,"5633 S MAIN ST, 90037","(33.9907630219, -118.274140668)",33.9907630219,-118.274140668,4,Office of Community Beautification,18,1-2502095461,Work Crew,99,Zapata King
10648482,2022-09-20 09:35:33,2022-09-20 09:40:24,1,Graffiti,"4020 S AVALON BLVD, 90011","(34.010368894, -118.265116279)",34.010368894,-118.265116279,4,Office of Community Beautification,18,1-2502095466,Work Crew,99,Zapata King
10648483,2022-09-20 09:35:34,2022-09-20 09:40:27,1,Graffiti,"3700 S AVALON BLVD, 90011","(34.0125859774, -118.265105315)",34.0125859774,-118.265105315,4,Office of Community Beautification,18,1-2502095481,Work Crew,74,South Central
10648490,2022-09-20 09:35:34,2022-09-20 09:40:39,1,Graffiti,"3515 S AVALON BLVD, 90011","(34.0139101412, -118.265482026)",34.0139101412,-118.265482026,4,Office of Community Beautification,18,1-2502095496,Work Crew,74,South Central
10648489,2022-09-20 09:35:34,2022-09-20 09:40:36,1,Graffiti,"3500 S AVALON BLVD, 90011","(34.0141698611, -118.265102742)",34.0141698611,-118.265102742,4,Office of Community Beautification,18,1-2502095491,Work Crew,74,South Central
10648485,2022-09-20 09:35:34,2022-09-20 09:40:33,1,Graffiti,"3708 S AVALON BLVD, 90011","(34.012434939, -118.265105389)",34.012434939,-118.265105389,4,Office of Community Beautification,18,1-2502095486,Work Crew,74,South Central
10648423,2022-09-20 09:35:59,2022-09-21 09:31:21,4,Bulky Items,"357 S ALVARADO ST, 90057","(34.0614724902, -118.27385886)",34.0614724902,-118.27385886,3,Sanitation Bureau,7,1-2502095681,Mobile App,47,Macarthur Park
10648429,2022-09-20 09:36:35,2022-09-23 15:27:03,2,Homeless Encampment,"6105 W DE LONGPRE AVE, 90028","(34.096291196, -118.322592969)",34.096291196,-118.322592969,3,Sanitation Bureau,17,1-2502098021,Website,41,Hollywood Studio District
10648433,2022-09-20 09:37:01,2022-09-22 08:50:39,4,Bulky Items,"847 N ISLAND AVE, 90744","(33.7811564204, -118.266794164)",33.7811564204,-118.266794164,3,Sanitation Bureau,8,1-2502097481,Phone Call,95,Wilmington
10648437,2022-09-20 09:37:12,2022-09-21 09:52:39,4,Bulky Items,"17500 W OSBORNE ST, 91325","(34.2333282866, -118.516086552)",34.2333282866,-118.516086552,3,Sanitation Bureau,8,1-2502096711,Phone Call,59,Northridge South
10648439,2022-09-20 09:37:15,2022-09-21 10:14:01,4,Bulky Items,"16737 W DEVONSHIRE ST, 91344","(34.2576379366, -118.497222199)",34.2576379366,-118.497222199,3,Sanitation Bureau,17,1-2502096741,Website,28,Granada Hills South
10648442,2022-09-20 09:37:33,2022-09-22 17:28:18,5,Electronic Waste,"847 N ISLAND AVE, 90744","(33.7811564204, -118.266794164)",33.7811564204,-118.266794164,3,Sanitation Bureau,8,1-2502097641,Phone Call,95,Wilmington
10648447,2022-09-20 09:38:02,2022-09-23 13:26:57,4,Bulky Items,"8901 W CADILLAC AVE, 90034","(34.0404031939, -118.384718898)",34.0404031939,-118.384718898,3,Sanitation Bureau,7,1-2502098571,Mobile App,75,South Robertson
10649288,2022-09-20 09:38:10,2022-09-20 10:41:25,1,Graffiti,"8004 N WAKEFIELD AVE, 91402","(34.2172788432, -118.43939255)",34.2172788432,-118.43939255,4,Office of Community Beautification,8,1-2502097851,Phone Call,66,Panorama City
10648454,2022-09-20 09:38:29,2022-09-22 08:50:19,6,Illegal Dumping,"847 N ISLAND AVE, 90744","(33.7811564204, -118.266794164)",33.7811564204,-118.266794164,3,Sanitation Bureau,8,1-2502100971,Phone Call,95,Wilmington
10648456,2022-09-20 09:38:34,2022-09-22 16:40:44,4,Bulky Items,"1451 W 87TH ST, 90047","(33.9591174648, -118.30219486)",33.9591174648,-118.30219486,3,Sanitation Bureau,8,1-2502099471,Phone Call,22,Empowerment Congress Southwest
10648457,2022-09-20 09:38:41,2022-09-23 11:09:13,1,Graffiti,"136 S OCCIDENTAL BLVD, 90057","(34.0698522418, -118.280522724)",34.0698522418,-118.280522724,4,Office of Community Beautification,8,1-2502101071,Phone Call,70,Rampart Village
10648458,2022-09-20 09:38:44,2022-09-21 07:40:38,4,Bulky Items,"12430 W MILBANK ST, 91604","(34.153031894, -118.404175418)",34.153031894,-118.404175418,3,Sanitation Bureau,17,1-2502100211,Website,76,Studio City
10648463,2022-09-20 09:39:04,2022-09-22 10:21:42,4,Bulky Items,"6458 N HAYVENHURST AVE, 91406","(34.1883509595, -118.492194462)",34.1883509595,-118.492194462,3,Sanitation Bureau,8,1-2502098861,Phone Call,44,Lake Balboa
10648462,2022-09-20 09:39:05,2022-09-22 07:39:36,4,Bulky Items,"20142 W CLARK ST, 91367","(34.1725084999, -118.57251005)",34.1725084999,-118.57251005,3,Sanitation Bureau,8,1-2502100351,Phone Call,98,Woodland Hills-Warner Center
10648464,2022-09-20 09:39:05,2022-09-23 16:33:37,4,Bulky Items,"2973 W SAN MARINO ST, 90006","(34.0546164069, -118.293901308)",34.0546164069,-118.293901308,3,Sanitation Bureau,8,1-2502098871,Phone Call,96,Wilshire Center - Koreatown
