typeName,latitude,longitude,lat_lon,address,count
Graffiti,34.0400547647,-118.21986824,"(34.0400547647, -118.21986824)","1900 E 6TH ST, 90033",27
Graffiti,34.0402243064,-118.219759107,"(34.0402243064, -118.219759107)","1901 E 6TH ST, 90033",26
Graffiti,34.0317129669,-118.198213127,"(34.0317129669, -118.198213127)","524 S LORENA ST, 90063",9
Graffiti,34.0444735977,-118.23828223,"(34.0444735977, -118.23828223)","333 S ALAMEDA ST, 90013",9
Graffiti,34.0078431041,-118.278577797,"(34.0078431041, -118.278577797)","4163 S BROADWAY, 90037",8
Graffiti,34.0867588433,-118.289019011,"(34.0867588433, -118.289019011)","4263 W NORMAL AVE, 90029",8
Graffiti,33.7261934179,-118.288189303,"(33.7261934179, -118.288189303)","1925 S PACIFIC AVE, 90731",7
Graffiti,34.0616512574,-118.270179213,"(34.0616512574, -118.270179213)","1840 W 3RD ST, 90057",6
Graffiti,34.021022557,-118.270842277,"(34.021022557, -118.270842277)","3040 S MAIN ST, 90007",6
Graffiti,34.0501686688,-118.275961909,"(34.0501686688, -118.275961909)","1721 W OLYMPIC BLVD, 90015",6
Graffiti,34.0241691956,-118.203539073,"(34.0241691956, -118.203539073)","1101 S LORENA ST, 90023",6
Graffiti,34.047014779,-118.30514467,"(34.047014779, -118.30514467)","2962 W PICO BLVD, 90006",6
Graffiti,34.0218438988,-118.270387177,"(34.0218438988, -118.270387177)","2922 S MAIN ST, 90007",6
Graffiti,34.0297273328,-118.196155187,"(34.0297273328, -118.196155187)","3501 E 6TH ST, 90023",6
Graffiti,34.0486934441,-118.281826069,"(34.0486934441, -118.281826069)","2100 W 12TH ST, 90006",6
Graffiti,34.0149856702,-118.26417165,"(34.0149856702, -118.26417165)","759 E JEFFERSON BLVD, 90011",6
Graffiti,34.1071330772,-118.255442639,"(34.1071330772, -118.255442639)","2463 N FLETCHER DR, 90039",6
Graffiti,34.0873235724,-118.22577445,"(34.0873235724, -118.22577445)","650 N SAN FERNANDO RD, 90065",6
Graffiti,34.017158146,-118.249488854,"(34.017158146, -118.249488854)","2500 S HOOPER AVE, 90011",6
Graffiti,33.8925142256,-118.284149338,"(33.8925142256, -118.284149338)","534 W REDONDO BEACH BLVD, 90248",5
Graffiti,34.0287101809,-118.265856204,"(34.0287101809, -118.265856204)","2100 S MAIN ST, 90007",5
Graffiti,34.0222309963,-118.260733361,"(34.0222309963, -118.260733361)","2500 S SAN PEDRO ST, 90011",5
Graffiti,34.0907107499,-118.294415139,"(34.0907107499, -118.294415139)","4806 W SANTA MONICA BLVD, 90029",5
Graffiti,33.9932112739,-118.261100669,"(33.9932112739, -118.261100669)","786 E 54TH ST, 90011",5
Graffiti,33.9297551542,-118.282751117,"(33.9297551542, -118.282751117)","11501 S FIGUEROA ST, 90044",5
Graffiti,33.9964587367,-118.256729972,"(33.9964587367, -118.256729972)","5101 S CENTRAL AVE, 90011",5
Graffiti,34.0263849752,-118.267448212,"(34.0263849752, -118.267448212)","2400 S MAIN ST, 90007",5
Graffiti,34.0522085166,-118.283902745,"(34.0522085166, -118.283902745)","2400 W OLYMPIC BLVD, 90006",5
Graffiti,34.0580628432,-118.271190021,"(34.0580628432, -118.271190021)","1801 W 6TH ST, 90057",5
Graffiti,34.0896270442,-118.291976087,"(34.0896270442, -118.291976087)","1001 N VERMONT AVE, 90029",4
Graffiti,34.0732802337,-118.206663745,"(34.0732802337, -118.206663745)","2345 N GATES ST, 90031",4
Graffiti,34.0878147924,-118.29156504,"(34.0878147924, -118.29156504)","900 N VERMONT AVE, 90029",4
Graffiti,34.023776914,-118.271011445,"(34.023776914, -118.271011445)","2731 S BROADWAY, 90007",4
Graffiti,34.0231461667,-118.25811614,"(34.0231461667, -118.25811614)","856 E 23RD ST, 90011",4
Graffiti,34.0174543542,-118.220662827,"(34.0174543542, -118.220662827)","2777 E WASHINGTON BLVD, 90023",4
Graffiti,33.9390150551,-118.23893417,"(33.9390150551, -118.23893417)","10626 S WILMINGTON AVE, 90002",4
Graffiti,34.0396907236,-118.248140453,"(34.0396907236, -118.248140453)","749 S SAN PEDRO ST, 90014",4
Graffiti,33.8927870503,-118.286612097,"(33.8927870503, -118.286612097)","641 W REDONDO BEACH BLVD, 90247",4
Graffiti,34.0185789691,-118.206402279,"(34.0185789691, -118.206402279)","3350 E OLYMPIC BLVD, 90023",4
Graffiti,34.0863470756,-118.219453823,"(34.0863470756, -118.219453823)","3241 N FIGUEROA ST, 90065",4
Graffiti,34.0858021532,-118.291538758,"(34.0858021532, -118.291538758)","800 N VERMONT AVE, 90029",4
Bulky Items,34.3192851502,-118.480041241,"(34.3192851502, -118.480041241)","16079 W YARNELL ST, 91342",4
Bulky Items,34.229651018,-118.39047042,"(34.229651018, -118.39047042)","11812 W NEENACH ST, 91352",4
Bulky Items,34.0547952367,-118.304062058,"(34.0547952367, -118.304062058)","932 S HARVARD BLVD, 90006",4
Graffiti,34.0931013657,-118.229345003,"(34.0931013657, -118.229345003)","1130 N SAN FERNANDO RD, 90065",4
Bulky Items,34.0708009918,-118.342846314,"(34.0708009918, -118.342846314)","200 S SYCAMORE AVE, 90036",4
Graffiti,34.0911577153,-118.28686097,"(34.0911577153, -118.28686097)","1109 N VIRGIL AVE, 90029",4
Graffiti,34.0545374884,-118.27678206,"(34.0545374884, -118.27678206)","2001 W 8TH ST, 90057",4
Graffiti,34.0240987998,-118.270370931,"(34.0240987998, -118.270370931)","2700 S BROADWAY, 90007",4
Bulky Items,34.0875024627,-118.313753574,"(34.0875024627, -118.313753574)","915 N WILTON PL, 90038",4
Graffiti,34.0408788395,-118.212020754,"(34.0408788395, -118.212020754)","2337 E 4TH ST, 90033",4
Graffiti,34.107159928,-118.240756079,"(34.107159928, -118.240756079)","2560 N SAN FERNANDO RD, 90065",4
Bulky Items,34.1966380279,-118.59917727,"(34.1966380279, -118.59917727)","6939 N ALABAMA AVE, 91303",4
Graffiti,34.0471042516,-118.218402158,"(34.0471042516, -118.218402158)","1837 E 1ST ST, 90033",4
Graffiti,33.7891782029,-118.307823217,"(33.7891782029, -118.307823217)","25821 S WESTERN AVE, 90717",4
Graffiti,33.7947192483,-118.307442259,"(33.7947192483, -118.307442259)","25300 S WESTERN AVE, 90710",4
Graffiti,34.010907243,-118.260777347,"(34.010907243, -118.260777347)","4000 S MCKINLEY AVE, 90011",4
Bulky Items,34.1897794121,-118.545162237,"(34.1897794121, -118.545162237)","6545 N WILBUR AVE, 91335",4
Graffiti,34.0614529532,-118.244624444,"(34.0614529532, -118.244624444)","801 W CESAR E CHAVEZ AVE, 90012",4
Graffiti,33.7797086794,-118.263373995,"(33.7797086794, -118.263373995)","140 W ANAHEIM ST, 90744",4
Graffiti,34.0265966172,-118.2674598,"(34.0265966172, -118.2674598)","2360 S MAIN ST, 90007",4
Graffiti,34.2228510476,-118.467560237,"(34.2228510476, -118.467560237)","8344 N SEPULVEDA BLVD, 91343",4
Graffiti,34.05090612,-118.240726274,"(34.05090612, -118.240726274)","101 N JUDGE JOHN AISO ST, 90012",4
Graffiti,34.0264892537,-118.198811955,"(34.0264892537, -118.198811955)","3476 E WHITTIER BLVD, 90023",4
Graffiti,34.0010379916,-118.271699739,"(34.0010379916, -118.271699739)","4700 S WALL ST, 90011",4
Graffiti,34.1059673681,-118.25691509,"(34.1059673681, -118.25691509)","2500 W RIVERSIDE DR, 90039",4
Graffiti,34.055378464,-118.283028473,"(34.055378464, -118.283028473)","2501 W JAMES M. WOOD BLVD, 90006",4
Graffiti,33.7124129033,-118.292129743,"(33.7124129033, -118.292129743)","3500 S GAFFEY ST, 90731",4
Graffiti,33.9952060832,-118.256673229,"(33.9952060832, -118.256673229)","5225 S CENTRAL AVE, 90011",4
Graffiti,34.0132337567,-118.274217957,"(34.0132337567, -118.274217957)","3777 S MAIN ST, 90007",4
Graffiti,34.0119738193,-118.260492395,"(34.0119738193, -118.260492395)","3446 S MCKINLEY AVE, 90011",4
Graffiti,34.0439544329,-118.288026685,"(34.0439544329, -118.288026685)","1554 W VENICE BLVD, 90006",4
Graffiti,34.0275886414,-118.267088192,"(34.0275886414, -118.267088192)","2301 S MAIN ST, 90007",4
Graffiti,34.0253716131,-118.259120453,"(34.0253716131, -118.259120453)","2121 S SAN PEDRO ST, 90011",4
Graffiti,33.7906126133,-118.270090239,"(33.7906126133, -118.270090239)","602 W PACIFIC COAST HWY, 90744",4
Bulky Items,34.086327573,-118.308364727,"(34.086327573, -118.308364727)","5111 W LEMON GROVE AVE, 90029",4
Bulky Items,34.013515455,-118.254548375,"(34.013515455, -118.254548375)","1184 E 33RD ST, 90011",4
Graffiti,34.0446116991,-118.248747735,"(34.0446116991, -118.248747735)","560 S LOS ANGELES ST, 90013",4
Bulky Items,34.1665611303,-118.422897791,"(34.1665611303, -118.422897791)","13300 W WEDDINGTON ST, 91401",4
Bulky Items,33.9679713111,-118.283672307,"(33.9679713111, -118.283672307)","523 W 79TH ST, 90044",4
Bulky Items,34.1052795725,-118.295305325,"(34.1052795725, -118.295305325)","4818 W FRANKLIN AVE, 90027",3
Bulky Items,34.1041543749,-118.293228683,"(34.1041543749, -118.293228683)","1818 N NEW HAMPSHIRE AVE, 90027",3
Graffiti,34.0251818018,-118.268736175,"(34.0251818018, -118.268736175)","2521 S MAIN ST, 90007",3
Graffiti,34.0247583093,-118.25456207,"(34.0247583093, -118.25456207)","2015 S GRIFFITH AVE, 90011",3
Metal/Appliances,34.2574377046,-118.533759312,"(34.2574377046, -118.533759312)","18347 W DEVONSHIRE ST, 91325",3
Graffiti,34.133440927,-118.208097594,"(34.133440927, -118.208097594)","1840 W YOSEMITE DR, 90041",3
Graffiti,34.0257356363,-118.252843527,"(34.0257356363, -118.252843527)","1017 E WASHINGTON BLVD, 90021",3
Bulky Items,34.1054019618,-118.315161752,"(34.1054019618, -118.315161752)","5757 W FRANKLIN AVE, 90028",3
Graffiti,34.0244933075,-118.250975026,"(34.0244933075, -118.250975026)","1218 E WASHINGTON BLVD, 90021",3
Graffiti,34.0254535484,-118.331846703,"(34.0254535484, -118.331846703)","3300 W JEFFERSON BLVD, 90018",3
Graffiti,34.0252579991,-118.264524477,"(34.0252579991, -118.264524477)","2323 S MAPLE AVE, 90011",3
Graffiti,34.1206948142,-118.227015614,"(34.1206948142, -118.227015614)","4100 N EAGLE ROCK BLVD, 90065",3
Graffiti,34.025431871,-118.336834861,"(34.025431871, -118.336834861)","3712 W JEFFERSON BLVD, 90016",3
Graffiti,34.0245504565,-118.273326182,"(34.0245504565, -118.273326182)","2800 S GRAND AVE, 90007",3
Graffiti,34.0466373245,-118.245463076,"(34.0466373245, -118.245463076)","226 E 4TH ST, 90013",3
Graffiti,34.1756697096,-118.540767497,"(34.1756697096, -118.540767497)","YOLANDA AVE AT MIRANDA ST, 91356",3
Graffiti,34.0150371163,-118.264942334,"(34.0150371163, -118.264942334)","700 E JEFFERSON BLVD, 90011",3
Bulky Items,34.2445188926,-118.450473862,"(34.2445188926, -118.450473862)","9601 N VAN NUYS BLVD, 91402",3
Graffiti,33.9974493774,-118.261024327,"(33.9974493774, -118.261024327)","5001 S MCKINLEY AVE, 90011",3
Graffiti,33.9992256798,-118.271699154,"(33.9992256798, -118.271699154)","4800 S WALL ST, 90011",3
Graffiti,34.0026492209,-118.263799622,"(34.0026492209, -118.263799622)","677 E 45TH ST, 90011",3
Graffiti,34.2252121026,-118.405610407,"(34.2252121026, -118.405610407)","12508 W WICKS ST, 91352",3
Bulky Items,34.2380556615,-118.467898955,"(34.2380556615, -118.467898955)","9229 N SEPULVEDA BLVD, 91343",3
Graffiti,34.0072192297,-118.278175669,"(34.0072192297, -118.278175669)","4200 S BROADWAY, 90037",3
Graffiti,34.0096333822,-118.260982181,"(34.0096333822, -118.260982181)","4062 S MCKINLEY AVE, 90011",3
Graffiti,34.010368894,-118.265116279,"(34.010368894, -118.265116279)","4020 S AVALON BLVD, 90011",3
Graffiti,34.0132467723,-118.27385737,"(34.0132467723, -118.27385737)","3780 S MAIN ST, 90007",3
Bulky Items,34.2352463336,-118.409653318,"(34.2352463336, -118.409653318)","9112 N REMICK AVE, 91331",3
Graffiti,34.2036827789,-118.51006869,"(34.2036827789, -118.51006869)","7329 N LOUISE AVE, 91406",3
Graffiti,34.0139583201,-118.2623675,"(34.0139583201, -118.2623675)","838 E JEFFERSON BLVD, 90011",3
Graffiti,34.201017033,-118.509897022,"(34.201017033, -118.509897022)","LOUISE AVE AT SHERMAN WAY, 91406",3
Bulky Items,34.2254445002,-118.556656122,"(34.2254445002, -118.556656122)","8526 N TUNNEY AVE, 91324",3
Graffiti,34.2010161957,-118.422030905,"(34.2010161957, -118.422030905)","13260 W SHERMAN WAY, 91605",3
Graffiti,34.0170241256,-118.220879822,"(34.0170241256, -118.220879822)","2770 E WASHINGTON BLVD, 90023",3
Bulky Items,34.2309643652,-118.444854869,"(34.2309643652, -118.444854869)","8831 N STANSBURY AVE, 91402",3
Graffiti,34.0175482419,-118.220334763,"(34.0175482419, -118.220334763)","1717 S SOTO ST, 90023",3
Graffiti,34.1091384631,-118.192224481,"(34.1091384631, -118.192224481)","121 S AVENUE 57, 90042",3
Graffiti,34.1943394527,-118.40316254,"(34.1943394527, -118.40316254)","12403 W VANOWEN ST, 91605",3
Metal/Appliances,34.0897666272,-118.230525351,"(34.0897666272, -118.230525351)","2416 E GATEWOOD ST, 90031",3
Graffiti,34.0193978067,-118.273378697,"(34.0193978067, -118.273378697)","3320 S BROADWAY, 90007",3
Graffiti,34.0204580384,-118.210818153,"(34.0204580384, -118.210818153)","3141 E OLYMPIC BLVD, 90023",3
Bulky Items,34.0937925545,-118.306285663,"(34.0937925545, -118.306285663)","5346 W LA MIRADA AVE, 90029",3
Graffiti,34.0209673292,-118.266903428,"(34.0209673292, -118.266903428)","2904 S MAPLE AVE, 90011",3
Graffiti,34.0224393005,-118.20412995,"(34.0224393005, -118.20412995)","1154 S LORENA ST, 90023",3
Graffiti,34.0227269499,-118.273027009,"(34.0227269499, -118.273027009)","3005 S HILL ST, 90007",3
Graffiti,34.0182610279,-118.28246887,"(34.0182610279, -118.28246887)","74 S FIGUEROA ST, 90037",3
Graffiti,34.0917681095,-118.210468914,"(34.0917681095, -118.210468914)","3926 N FIGUEROA ST, 90065",3
Graffiti,34.0261676875,-118.254713985,"(34.0261676875, -118.254713985)","796 E WASHINGTON BLVD, 90021",3
Graffiti,34.0756778779,-118.169623909,"(34.0756778779, -118.169623909)","5330 E ALHAMBRA AVE, 90032",3
Graffiti,34.0470891908,-118.218370586,"(34.0470891908, -118.218370586)","1839 E 1ST ST, 90033",3
Graffiti,34.0470097945,-118.308349031,"(34.0470097945, -118.308349031)","3070 W PICO BLVD, 90006",3
Graffiti,34.0470002706,-118.245552872,"(34.0470002706, -118.245552872)","215 E 4TH ST, 90013",3
Graffiti,34.0627395913,-118.272657722,"(34.0627395913, -118.272657722)","300 S ALVARADO ST, 90057",3
Graffiti,34.0467845075,-118.218482049,"(34.0467845075, -118.218482049)","1840 E 1ST ST, 90033",3
Graffiti,34.0460889964,-118.27630444,"(34.0460889964, -118.27630444)","1203 S UNION AVE, 90015",3
Graffiti,34.0451440467,-118.243635512,"(34.0451440467, -118.243635512)","429 S SAN PEDRO ST, 90013",3
Graffiti,34.0655952411,-118.219273146,"(34.0655952411, -118.219273146)","613 E MOULTON AVE, 90031",3
Graffiti,34.0438637046,-118.249539988,"(34.0438637046, -118.249539988)","630 S LOS ANGELES ST, 90014",3
Graffiti,34.0420792328,-118.280045648,"(34.0420792328, -118.280045648)","1135 W VENICE BLVD, 90015",3
Bulky Items,33.9463680386,-118.314270234,"(33.9463680386, -118.314270234)","2017 W 99TH ST, 90047",3
Graffiti,34.0402438678,-118.257967822,"(34.0402438678, -118.257967822)","1030 S BROADWAY, 90015",3
Bulky Items,34.1555826031,-118.393314207,"(34.1555826031, -118.393314207)","11930 W KLING ST, 91607",3
Graffiti,34.0400346422,-118.306141973,"(34.0400346422, -118.306141973)","2093 W WASHINGTON BLVD, 90018",3
Graffiti,34.0738109172,-118.214216821,"(34.0738109172, -118.214216821)","2701 N NORTH BROADWAY, 90031",3
Graffiti,34.0624405071,-118.189602496,"(34.0624405071, -118.189602496)","4408 E WORTH ST, 90063",3
Graffiti,34.0623309038,-118.281294818,"(34.0623309038, -118.281294818)","600 S RAMPART BLVD, 90057",3
Graffiti,34.0619123588,-118.270678704,"(34.0619123588, -118.270678704)","1906 W 3RD ST, 90057",3
Bulky Items,34.1754700048,-118.449854075,"(34.1754700048, -118.449854075)","5752 N VISTA DEL MONTE AVE, 91411",3
Bulky Items,33.9354934409,-118.237903909,"(33.9354934409, -118.237903909)","10970 S ANZAC AVE, 90059",3
Graffiti,34.0559594022,-118.244137821,"(34.0559594022, -118.244137821)","320 W TEMPLE ST, 90012",3
Graffiti,34.0560083544,-118.276952535,"(34.0560083544, -118.276952535)","710 S ALVARADO ST, 90057",3
Graffiti,34.0567763349,-118.273877565,"(34.0567763349, -118.273877565)","1900 W WILSHIRE BLVD, 90057",3
Graffiti,34.0570073588,-118.28313739,"(34.0570073588, -118.28313739)","800 S CORONADO ST, 90057",3
Graffiti,34.0578306104,-118.304974535,"(34.0578306104, -118.304974535)","3455 W 8TH ST, 90005",3
Graffiti,34.0582050118,-118.283808377,"(34.0582050118, -118.283808377)","740 S RAMPART BLVD, 90057",3
Graffiti,34.0472720092,-118.260395327,"(34.0472720092, -118.260395327)","800 W 8TH ST, 90017",3
Bulky Items,34.1747496572,-118.579111644,"(34.1747496572, -118.579111644)","5721 N DELCO AVE, 91367",3
Graffiti,34.0593383876,-118.264513426,"(34.0593383876, -118.264513426)","1500 W 3RD ST, 90017",3
Graffiti,34.0595152055,-118.270238737,"(34.0595152055, -118.270238737)","1800 W MARYLAND ST, 90057",3
Graffiti,34.0491315983,-118.306125218,"(34.0491315983, -118.306125218)","2991 W 12TH ST, 90006",3
Graffiti,34.0486564454,-118.277853503,"(34.0486564454, -118.277853503)","1800 W 11TH ST, 90006",3
Bulky Items,34.1701369634,-118.527128615,"(34.1701369634, -118.527128615)","5452 N LINDLEY AVE, 91316",3
Graffiti,34.0746992511,-118.196309194,"(34.0746992511, -118.196309194)","4001 N MISSION ROAD, 90032",3
Graffiti,34.0396874362,-118.201021976,"(34.0396874362, -118.201021976)","3060 E 1ST ST, 90063",3
Bulky Items,33.957265385,-118.257748576,"(33.957265385, -118.257748576)","924 E 88TH ST, 90002",3
Graffiti,34.0391184647,-118.208149525,"(34.0391184647, -118.208149525)","2641 E 4TH ST, 90033",3
Graffiti,34.0313985029,-118.193835705,"(34.0313985029, -118.193835705)","3520 E EAGLE ST, 90063",3
Graffiti,34.0304285357,-118.233912157,"(34.0304285357, -118.233912157)","1900 E SACRAMENTO ST, 90021",3
Graffiti,34.0959044855,-118.24355092,"(34.0959044855, -118.24355092)","2600 N BLIMP ST, 90039",3
Graffiti,34.0962970417,-118.305488492,"(34.0962970417, -118.305488492)","1344 N HOBART BLVD, 90027",3
Graffiti,34.0966144724,-118.305818924,"(34.0966144724, -118.305818924)","1369 N HOBART BLVD, 90027",3
Bulky Items,33.9540014381,-118.287221138,"(33.9540014381, -118.287221138)","700 W 91ST ST, 90044",3
Graffiti,34.0293143391,-118.246308733,"(34.0293143391, -118.246308733)","1301 S CENTRAL AVE, 90021",3
Graffiti,34.0980162619,-118.300991004,"(34.0980162619, -118.300991004)","5112 W SUNSET BLVD, 90027",3
Metal/Appliances,34.1127405933,-118.318914544,"(34.1127405933, -118.318914544)","5924 W GRACIOSA DR, 90068",3
Graffiti,34.0283394437,-118.247186674,"(34.0283394437, -118.247186674)","1401 S CENTRAL AVE, 90021",3
Graffiti,34.0276807882,-118.200573535,"(34.0276807882, -118.200573535)","3415 E WHITTIER BLVD, 90023",3
Graffiti,34.0275836326,-118.266829752,"(34.0275836326, -118.266829752)","2224 S MAIN ST, 90007",3
Graffiti,34.027572371,-118.247927791,"(34.027572371, -118.247927791)","1501 S CENTRAL AVE, 90021",3
Graffiti,34.0270518594,-118.266857656,"(34.0270518594, -118.266857656)","110 E 23RD ST, 90011",3
Graffiti,34.0269036374,-118.201447851,"(34.0269036374, -118.201447851)","930 S LORENA ST, 90023",3
Graffiti,34.0315336811,-118.26262996,"(34.0315336811, -118.26262996)","1700 S LOS ANGELES ST, 90015",3
Graffiti,34.0316486465,-118.192590315,"(34.0316486465, -118.192590315)","405 S INDIANA ST, 90063",3
Graffiti,34.0317112378,-118.217484965,"(34.0317112378, -118.217484965)","1041 S SOTO ST, 90023",3
Graffiti,34.038086938,-118.223867473,"(34.038086938, -118.223867473)","621 S ANDERSON ST, 90023",3
Graffiti,34.0389864308,-118.207869336,"(34.0389864308, -118.207869336)","2701 E 4TH ST, 90033",3
Graffiti,34.0772488386,-118.285764434,"(34.0772488386, -118.285764434)","317 N COMMONWEALTH AVE, 90004",3
Graffiti,34.0387395176,-118.199004472,"(34.0387395176, -118.199004472)","3144 E 1ST ST, 90063",3
Graffiti,34.0794252307,-118.211774743,"(34.0794252307, -118.211774743)","2800 N GRIFFIN AVE, 90031",3
Graffiti,34.0386305571,-118.198759076,"(34.0386305571, -118.198759076)","3200 E 1ST ST, 90063",3
Bulky Items,34.1504959083,-118.409422817,"(34.1504959083, -118.409422817)","12659 W MOORPARK ST, 91604",3
Bulky Items,34.1474108852,-118.526394035,"(34.1474108852, -118.526394035)","18049 W MEDLEY DR, 91316",3
Graffiti,34.0325147845,-118.262181108,"(34.0325147845, -118.262181108)","1623 S LOS ANGELES ST, 90015",3
Graffiti,34.0361405865,-118.262140404,"(34.0361405865, -118.262140404)","1349 S BROADWAY, 90015",3
Graffiti,34.0856463572,-118.230183435,"(34.0856463572, -118.230183435)","1063 W RIVERSIDE DR, 90031",3
Graffiti,34.0357403897,-118.200540949,"(34.0357403897, -118.200540949)","3201 E 4TH ST, 90063",3
Bulky Items,34.1424908087,-118.525092347,"(34.1424908087, -118.525092347)","17925 W LAKE VISTA DR, 91316",3
Graffiti,34.0871729149,-118.305290874,"(34.0871729149, -118.305290874)","935 N HOBART BLVD, 90029",3
Graffiti,34.0331527163,-118.219526664,"(34.0331527163, -118.219526664)","1000 S BOYLE AVE, 90023",3
Graffiti,33.9960652637,-118.260747889,"(33.9960652637, -118.260747889)","5110 S MCKINLEY AVE, 90011",3
Graffiti,34.0224892654,-118.260974374,"(34.0224892654, -118.260974374)","2501 S SAN PEDRO ST, 90011",3
Graffiti,34.2569872783,-118.608103703,"(34.2569872783, -118.608103703)","10257 N HANNA AVE, 91311",3
Illegal Dumping,34.0573162829,-118.268420156,"(34.0573162829, -118.268420156)","526 S UNION DR, 90017",3
Animal Remains,34.0918890908,-118.313783178,"(34.0918890908, -118.313783178)","5701 W VIRGINIA AVE, 90038",3
Water Waste,34.1211829074,-118.263637156,"(34.1211829074, -118.263637156)","3815 W EDENHURST AVE, 90039",3
Bulky Items,34.0649606184,-118.314395449,"(34.0649606184, -118.314395449)","505 S WILTON PL, 90020",3
Bulky Items,34.2645536196,-118.491949673,"(34.2645536196, -118.491949673)","16518 W CHATSWORTH ST, 91344",3
Graffiti,33.9930906339,-118.278145619,"(33.9930906339, -118.278145619)","5400 S BROADWAY, 90037",3
Graffiti,33.7864879356,-118.26321348,"(33.7864879356, -118.26321348)","1161 N AVALON BLVD, 90744",3
Graffiti,33.9912743561,-118.278138544,"(33.9912743561, -118.278138544)","5600 S BROADWAY, 90037",3
Graffiti,33.7905583434,-118.296307086,"(33.7905583434, -118.296307086)","1111 W PACIFIC COAST HWY, 90710",3
Graffiti,33.7907039771,-118.274577119,"(33.7907039771, -118.274577119)","945 W PACIFIC COAST HWY, 90744",3
Graffiti,33.9647921582,-118.258382887,"(33.9647921582, -118.258382887)","903 E 82ND ST, 90001",3
Graffiti,33.9670649669,-118.278134674,"(33.9670649669, -118.278134674)","7928 S BROADWAY, 90003",3
Bulky Items,34.314577351,-118.475386686,"(34.314577351, -118.475386686)","15831 W OLDEN ST, 91342",3
Graffiti,33.9677854155,-118.276157669,"(33.9677854155, -118.276157669)","200 W 79TH ST, 90003",3
Graffiti,33.9887646998,-118.278446549,"(33.9887646998, -118.278446549)","5833 S BROADWAY, 90003",3
Bulky Items,34.057441645,-118.318757355,"(34.057441645, -118.318757355)","830 S NORTON AVE, 90005",3
Graffiti,33.9807962315,-118.465055008,"(33.9807962315, -118.465055008)","3008 S GRAND CL, 90291",3
Graffiti,33.8808200001,-118.290441739,"(33.8808200001, -118.290441739)","835 W 165TH PL, 90247",3
Bulky Items,34.261417404,-118.521415235,"(34.261417404, -118.521415235)","10502 N YARMOUTH AVE, 91344",3
Bulky Items,33.9840607421,-118.284570685,"(33.9840607421, -118.284570685)","620 W 61ST ST, 90044",3
Graffiti,33.9712104492,-118.269172742,"(33.9712104492, -118.269172742)","316 E 76TH ST, 90003",3
Bulky Items,34.0573162829,-118.268420156,"(34.0573162829, -118.268420156)","526 S UNION DR, 90017",3
Graffiti,33.975425448,-118.276215996,"(33.975425448, -118.276215996)","200 W 71ST ST, 90003",3
Graffiti,33.8202484132,-118.299829962,"(33.8202484132, -118.299829962)","1311 W 227TH ST, 90501",3
Bulky Items,34.0169662962,-118.436193851,"(34.0169662962, -118.436193851)","3276 S GRANVILLE AVE, 90066",3
Bulky Items,34.2587923992,-118.425211937,"(34.2587923992, -118.425211937)","13403 W PIERCE ST, 91331",3
Graffiti,33.8038102329,-118.29926101,"(33.8038102329, -118.29926101)","24251 S FRAMPTON AVE, 90710",3
Graffiti,33.8011080916,-118.299299021,"(33.8011080916, -118.299299021)","24401 FRAMPTON AV, 90710",3
Bulky Items,34.0486733355,-118.43755643,"(34.0486733355, -118.43755643)","1825 S MIDVALE AVE, 90025",3
Bulky Items,34.0509639898,-118.374226579,"(34.0509639898, -118.374226579)","1464 S ALVIRA ST, 90035",3
Graffiti,33.7395329499,-118.288678647,"(33.7395329499, -118.288678647)","529 W 5TH ST, 90731",3
Bulky Items,33.992429805,-118.288767737,"(33.992429805, -118.288767737)","845 W 55TH ST, 90037",3
Animal Remains,34.1057946972,-118.293874881,"(34.1057946972, -118.293874881)","1914 N BERENDO ST, 90027",3
Bulky Items,34.0701792034,-118.292798651,"(34.0701792034, -118.292798651)","242 S NEW HAMPSHIRE AVE, 90004",3
Graffiti,33.9945191456,-118.274153608,"(33.9945191456, -118.274153608)","5251 S MAIN ST, 90037",3
Bulky Items,34.0684791742,-118.295296306,"(34.0684791742, -118.295296306)","314 S CATALINA ST, 90020",3
Bulky Items,34.0316375697,-118.380961249,"(34.0316375697, -118.380961249)","3249 S FAY AVE, 90034",2
Bulky Items,34.1531580399,-118.575317898,"(34.1531580399, -118.575317898)","4601 N POE AVE, 91364",2
Bulky Items,34.0192968498,-118.326582574,"(34.0192968498, -118.326582574)","2730 W OBAMA BLVD, 90018",2
Graffiti,34.0910137275,-118.318944897,"(34.0910137275, -118.318944897)","1108 N TAMARIND AVE, 90038",2
Bulky Items,34.0370320207,-118.508694203,"(34.0370320207, -118.508694203)","707 N KINGMAN AVE, 90402",2
Bulky Items,34.0193071026,-118.255831723,"(34.0193071026, -118.255831723)","1011 E ADAMS BLVD, 90011",2
Graffiti,34.0760342472,-118.194878469,"(34.0760342472, -118.194878469)","4080 N MISSION ROAD, 90032",2
Bulky Items,34.0193500715,-118.316492834,"(34.0193500715, -118.316492834)","3754 S VAN NESS AVE, 90018",2
Bulky Items,34.0200678782,-118.248400924,"(34.0200678782, -118.248400924)","1450 E 21ST ST, 90011",2
Bulky Items,34.0197363017,-118.32375008,"(34.0197363017, -118.32375008)","2531 W EXPOSITION PL, 90018",2
Bulky Items,34.0180192133,-118.301136465,"(34.0180192133, -118.301136465)","1324 W EXPOSITION BLVD, 90018",2
